"id","nom","zone","revenu_annuel","type_acces","connexion_internet","frequence_acces","outil_numerique","frequence_utilisation","objectif_utilisation","impact","satisfaction","filiere","pays"
147,"Éleveur 47","Autres zones",8411730.4,"Tablette","4G","Hebdomadaire","Plateforme de gestion","Quotidienne","Paiement","Neutre","Moins d’opportunités","Élevage Laitier","Sénégal"
148,"Éleveur 48","Richard-Toll",4365839.02,"Smartphone","Wi-Fi","Quotidienne","Plateforme de gestion","Hebdomadaire","Suivi de l’alimentation","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
149,"Éleveur 49","Autres zones",9575569.04,"Ordinateur","2G","Hebdomadaire","Application de paiement","Hebdomadaire","Paiement","Neutre","Usages restreints","Élevage Laitier","Sénégal"
150,"Éleveur 50","Autres zones",1169489.43,"Smartphone","3G","Quotidienne","Application de collecte de lait","Quotidienne","Paiement","Négatif","Usages restreints","Élevage Laitier","Sénégal"
151,"Éleveur 51","Richard-Toll",6511374.75,"Smartphone","Wi-Fi","Hebdomadaire","Application de paiement","Hebdomadaire","Paiement","Négatif","Usages restreints","Élevage Laitier","Sénégal"
152,"Éleveur 52","Richard-Toll",5172163.87,"Smartphone","4G","Quotidienne","Application de collecte de lait","Quotidienne","Suivi de l’alimentation","Négatif","Accès limité","Élevage Laitier","Sénégal"
153,"Éleveur 53","Autres zones",4192566.58,"Tablette","3G","Mensuelle","Application de collecte de lait","Mensuelle","Paiement","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
154,"Éleveur 54","Autres zones",8941807.26,"Tablette","3G","Hebdomadaire","Plateforme de gestion","Mensuelle","Paiement","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
155,"Éleveur 55","Autres zones",1682225.73,"Ordinateur","4G","Quotidienne","Application de paiement","Hebdomadaire","Gestion du lait","Neutre","Moins d’opportunités","Élevage Laitier","Sénégal"
156,"Éleveur 56","Autres zones",8949620.72,"Ordinateur","2G","Quotidienne","Application de paiement","Quotidienne","Paiement","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
157,"Éleveur 57","Autres zones",2693996.52,"Ordinateur","3G","Quotidienne","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Neutre","Usages restreints","Élevage Laitier","Sénégal"
158,"Éleveur 58","Autres zones",2935600.72,"Tablette","2G","Hebdomadaire","Plateforme de gestion","Quotidienne","Suivi de l’alimentation","Négatif","Usages restreints","Élevage Laitier","Sénégal"
159,"Éleveur 59","Autres zones",8825790.62,"Ordinateur","4G","Quotidienne","Plateforme de gestion","Quotidienne","Suivi de l’alimentation","Neutre","Accès limité","Élevage Laitier","Sénégal"
160,"Éleveur 60","Autres zones",1547542.51,"Smartphone","Wi-Fi","Quotidienne","Application de paiement","Quotidienne","Gestion du lait","Positif","Usages restreints","Élevage Laitier","Sénégal"
161,"Éleveur 61","Richard-Toll",3114096.41,"Smartphone","Wi-Fi","Mensuelle","Plateforme de gestion","Mensuelle","Suivi de l’alimentation","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
162,"Éleveur 62","Richard-Toll",9937139.62,"Smartphone","2G","Hebdomadaire","Plateforme de gestion","Quotidienne","Suivi de l’alimentation","Positif","Accès limité","Élevage Laitier","Sénégal"
163,"Éleveur 63","Autres zones",7103779.55,"Smartphone","Wi-Fi","Mensuelle","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
164,"Éleveur 64","Richard-Toll",4919381.2,"Tablette","Wi-Fi","Mensuelle","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Négatif","Usages restreints","Élevage Laitier","Sénégal"
165,"Éleveur 65","Autres zones",4395789.48,"Ordinateur","Wi-Fi","Mensuelle","Application de collecte de lait","Quotidienne","Paiement","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
166,"Éleveur 66","Richard-Toll",5150656.22,"Ordinateur","4G","Hebdomadaire","Application de collecte de lait","Mensuelle","Suivi de l’alimentation","Négatif","Usages restreints","Élevage Laitier","Sénégal"
167,"Éleveur 67","Richard-Toll",8216666.84,"Smartphone","2G","Quotidienne","Application de collecte de lait","Quotidienne","Gestion du lait","Positif","Accès limité","Élevage Laitier","Sénégal"
168,"Éleveur 68","Autres zones",6966702.78,"Tablette","2G","Mensuelle","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Neutre","Accès limité","Élevage Laitier","Sénégal"
169,"Éleveur 69","Autres zones",5194032.98,"Smartphone","Wi-Fi","Hebdomadaire","Application de paiement","Mensuelle","Paiement","Positif","Accès limité","Élevage Laitier","Sénégal"
170,"Éleveur 70","Richard-Toll",1479334.93,"Tablette","3G","Quotidienne","Application de collecte de lait","Quotidienne","Gestion du lait","Neutre","Usages restreints","Élevage Laitier","Sénégal"
171,"Éleveur 71","Autres zones",3134781.27,"Ordinateur","4G","Mensuelle","Application de paiement","Quotidienne","Suivi de l’alimentation","Négatif","Accès limité","Élevage Laitier","Sénégal"
172,"Éleveur 72","Richard-Toll",3099157.64,"Ordinateur","Wi-Fi","Hebdomadaire","Application de collecte de lait","Hebdomadaire","Gestion du lait","Positif","Usages restreints","Élevage Laitier","Sénégal"
173,"Éleveur 73","Richard-Toll",3075882.41,"Ordinateur","Wi-Fi","Mensuelle","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Négatif","Accès limité","Élevage Laitier","Sénégal"
174,"Éleveur 74","Autres zones",1555536.47,"Tablette","Wi-Fi","Mensuelle","Application de collecte de lait","Mensuelle","Paiement","Neutre","Moins d’opportunités","Élevage Laitier","Sénégal"
175,"Éleveur 75","Autres zones",5474067.48,"Smartphone","4G","Mensuelle","Application de paiement","Hebdomadaire","Gestion du lait","Neutre","Accès limité","Élevage Laitier","Sénégal"
176,"Éleveur 76","Autres zones",3197125.8,"Smartphone","4G","Mensuelle","Plateforme de gestion","Mensuelle","Paiement","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
177,"Éleveur 77","Autres zones",7823669.85,"Smartphone","4G","Hebdomadaire","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
178,"Éleveur 78","Autres zones",5925724.1,"Ordinateur","4G","Mensuelle","Application de paiement","Quotidienne","Suivi de l’alimentation","Neutre","Usages restreints","Élevage Laitier","Sénégal"
179,"Éleveur 79","Autres zones",9532602.07,"Smartphone","Wi-Fi","Mensuelle","Application de paiement","Quotidienne","Paiement","Négatif","Usages restreints","Élevage Laitier","Sénégal"
180,"Éleveur 80","Richard-Toll",1775549.73,"Ordinateur","3G","Mensuelle","Application de collecte de lait","Quotidienne","Paiement","Neutre","Usages restreints","Élevage Laitier","Sénégal"
181,"Éleveur 81","Richard-Toll",9530943.26,"Ordinateur","4G","Hebdomadaire","Application de collecte de lait","Hebdomadaire","Gestion du lait","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
182,"Éleveur 82","Autres zones",7501589.81,"Ordinateur","4G","Quotidienne","Application de paiement","Quotidienne","Suivi de l’alimentation","Négatif","Accès limité","Élevage Laitier","Sénégal"
183,"Éleveur 83","Richard-Toll",9298041.44,"Tablette","3G","Quotidienne","Application de paiement","Mensuelle","Paiement","Neutre","Accès limité","Élevage Laitier","Sénégal"
184,"Éleveur 84","Richard-Toll",6524568.49,"Smartphone","4G","Hebdomadaire","Plateforme de gestion","Hebdomadaire","Suivi de l’alimentation","Neutre","Moins d’opportunités","Élevage Laitier","Sénégal"
185,"Éleveur 85","Autres zones",2448698.51,"Ordinateur","Wi-Fi","Hebdomadaire","Plateforme de gestion","Mensuelle","Suivi de l’alimentation","Neutre","Accès limité","Élevage Laitier","Sénégal"
186,"Éleveur 86","Richard-Toll",2646466.23,"Tablette","3G","Mensuelle","Application de collecte de lait","Mensuelle","Gestion du lait","Neutre","Accès limité","Élevage Laitier","Sénégal"
187,"Éleveur 87","Richard-Toll",7571652.06,"Smartphone","4G","Quotidienne","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Neutre","Accès limité","Élevage Laitier","Sénégal"
188,"Éleveur 88","Autres zones",6305730.85,"Tablette","Wi-Fi","Quotidienne","Application de paiement","Mensuelle","Suivi de l’alimentation","Négatif","Usages restreints","Élevage Laitier","Sénégal"
189,"Éleveur 89","Richard-Toll",3812341.26,"Smartphone","4G","Quotidienne","Application de collecte de lait","Mensuelle","Paiement","Neutre","Accès limité","Élevage Laitier","Sénégal"
190,"Éleveur 90","Richard-Toll",7955149.59,"Tablette","3G","Quotidienne","Plateforme de gestion","Mensuelle","Suivi de l’alimentation","Négatif","Usages restreints","Élevage Laitier","Sénégal"
191,"Éleveur 91","Autres zones",4026683.82,"Ordinateur","Wi-Fi","Quotidienne","Application de collecte de lait","Mensuelle","Suivi de l’alimentation","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
192,"Éleveur 92","Autres zones",8701090.22,"Smartphone","3G","Mensuelle","Application de collecte de lait","Hebdomadaire","Suivi de l’alimentation","Positif","Accès limité","Élevage Laitier","Sénégal"
193,"Éleveur 93","Richard-Toll",6224756.44,"Ordinateur","4G","Hebdomadaire","Plateforme de gestion","Hebdomadaire","Suivi de l’alimentation","Positif","Moins d’opportunités","Élevage Laitier","Sénégal"
194,"Éleveur 94","Autres zones",4741503.86,"Ordinateur","Wi-Fi","Mensuelle","Application de paiement","Mensuelle","Gestion du lait","Négatif","Accès limité","Élevage Laitier","Sénégal"
195,"Éleveur 95","Autres zones",9393155.07,"Smartphone","2G","Hebdomadaire","Application de paiement","Quotidienne","Gestion du lait","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
196,"Éleveur 96","Autres zones",5164289.57,"Ordinateur","Wi-Fi","Quotidienne","Plateforme de gestion","Hebdomadaire","Paiement","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
197,"Éleveur 97","Richard-Toll",1894116.97,"Smartphone","2G","Quotidienne","Application de collecte de lait","Hebdomadaire","Gestion du lait","Neutre","Usages restreints","Élevage Laitier","Sénégal"
198,"Éleveur 98","Autres zones",5189044.27,"Ordinateur","2G","Hebdomadaire","Plateforme de gestion","Hebdomadaire","Suivi de l’alimentation","Neutre","Accès limité","Élevage Laitier","Sénégal"
199,"Éleveur 99","Autres zones",9856754.72,"Tablette","Wi-Fi","Quotidienne","Application de collecte de lait","Quotidienne","Gestion du lait","Négatif","Moins d’opportunités","Élevage Laitier","Sénégal"
200,"Éleveur 100","Autres zones",9327455.79,"Ordinateur","4G","Quotidienne","Plateforme de gestion","Quotidienne","Suivi de l’alimentation","Neutre","Moins d’opportunités","Élevage Laitier","Sénégal"
201,"Producteur 1","Est",11128577.75,"Ordinateur","Wi-Fi","Quotidienne","Application de gestion des cultures","Quotidienne","Suivi de la qualité","Accès facilité aux informations","Faible","Cacao","Côte d'Ivoire"
202,"Producteur 2","Centre-Ouest",8304910.63,"Ordinateur","2G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
203,"Producteur 3","Centre-Ouest",11373777.93,"Smartphone","3G","Mensuelle","Application de gestion des cultures","Quotidienne","Gestion des cultures","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
204,"Producteur 4","Centre-Ouest",16137830.76,"Smartphone","Wi-Fi","Hebdomadaire","Application de gestion des cultures","Hebdomadaire","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
205,"Producteur 5","Ouest",12919523.88,"Ordinateur","4G","Mensuelle","Application de gestion des cultures","Mensuelle","Vente","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
206,"Producteur 6","Ouest",2975183.01,"Smartphone","4G","Hebdomadaire","Application de gestion des cultures","Quotidienne","Suivi de la qualité","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
207,"Producteur 7","Ouest",4647857.68,"Tablette","2G","Quotidienne","Application de gestion des cultures","Quotidienne","Vente","Accès facilité aux informations","Faible","Cacao","Côte d'Ivoire"
208,"Producteur 8","Est",17000098.24,"Ordinateur","Wi-Fi","Quotidienne","Plateforme de commercialisation","Quotidienne","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
209,"Producteur 9","Centre-Ouest",10108155.64,"Smartphone","Wi-Fi","Mensuelle","Plateforme de commercialisation","Quotidienne","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
210,"Producteur 10","Centre-Ouest",15767951.17,"Smartphone","2G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
211,"Producteur 11","Est",16545403.56,"Ordinateur","4G","Hebdomadaire","Plateforme de commercialisation","Quotidienne","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
212,"Producteur 12","Est",6641744.86,"Smartphone","3G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
213,"Producteur 13","Est",5307488.85,"Tablette","Wi-Fi","Mensuelle","Application de gestion des cultures","Quotidienne","Suivi de la qualité","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
214,"Producteur 14","Centre-Ouest",12786799.97,"Tablette","2G","Mensuelle","Plateforme de commercialisation","Mensuelle","Suivi de la qualité","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
215,"Producteur 15","Ouest",8103635.88,"Smartphone","4G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Gestion des cultures","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
216,"Producteur 16","Ouest",17833475.94,"Tablette","Wi-Fi","Quotidienne","Application de gestion des cultures","Mensuelle","Gestion des cultures","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
217,"Producteur 17","Ouest",3385100.55,"Smartphone","3G","Hebdomadaire","Plateforme de commercialisation","Mensuelle","Gestion des cultures","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
218,"Producteur 18","Ouest",4001935.22,"Tablette","3G","Quotidienne","Plateforme de commercialisation","Quotidienne","Suivi de la qualité","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
219,"Producteur 19","Est",13130787.99,"Tablette","4G","Mensuelle","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
220,"Producteur 20","Est",4536480.68,"Ordinateur","3G","Mensuelle","Plateforme de commercialisation","Quotidienne","Suivi de la qualité","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
221,"Producteur 21","Ouest",13625664.91,"Ordinateur","Wi-Fi","Hebdomadaire","Plateforme de commercialisation","Hebdomadaire","Gestion des cultures","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
222,"Producteur 22","Est",10728491.24,"Ordinateur","2G","Quotidienne","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
223,"Producteur 23","Est",15090776.97,"Tablette","2G","Quotidienne","Application de gestion des cultures","Mensuelle","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
224,"Producteur 24","Est",7393747.56,"Tablette","2G","Quotidienne","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
225,"Producteur 25","Ouest",3114100.54,"Tablette","2G","Mensuelle","Plateforme de commercialisation","Quotidienne","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
226,"Producteur 26","Ouest",8643502.86,"Smartphone","2G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Vente","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
227,"Producteur 27","Centre-Ouest",11311276.06,"Tablette","3G","Mensuelle","Plateforme de commercialisation","Quotidienne","Vente","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
228,"Producteur 28","Ouest",15064964.46,"Ordinateur","Wi-Fi","Quotidienne","Application de gestion des cultures","Mensuelle","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
229,"Producteur 29","Centre-Ouest",4278831.54,"Smartphone","2G","Mensuelle","Plateforme de commercialisation","Quotidienne","Gestion des cultures","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
230,"Producteur 30","Centre-Ouest",12143223.11,"Tablette","4G","Quotidienne","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
231,"Producteur 31","Centre-Ouest",10497084.3,"Smartphone","2G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
232,"Producteur 32","Centre-Ouest",18790812.77,"Tablette","4G","Mensuelle","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
233,"Producteur 33","Ouest",18295759.09,"Tablette","Wi-Fi","Hebdomadaire","Plateforme de commercialisation","Mensuelle","Vente","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
234,"Producteur 34","Centre-Ouest",3905225.58,"Smartphone","Wi-Fi","Mensuelle","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
235,"Producteur 35","Ouest",6838652.6,"Smartphone","3G","Quotidienne","Plateforme de commercialisation","Hebdomadaire","Vente","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
236,"Producteur 36","Centre-Ouest",14267589.2,"Smartphone","4G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Gestion des cultures","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
237,"Producteur 37","Est",15501089.58,"Smartphone","Wi-Fi","Mensuelle","Application de gestion des cultures","Mensuelle","Gestion des cultures","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
238,"Producteur 38","Est",10687523.44,"Tablette","2G","Hebdomadaire","Application de gestion des cultures","Hebdomadaire","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
239,"Producteur 39","Ouest",5307816.27,"Ordinateur","4G","Mensuelle","Application de gestion des cultures","Hebdomadaire","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
240,"Producteur 40","Est",4151367.06,"Smartphone","3G","Mensuelle","Plateforme de commercialisation","Mensuelle","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
241,"Producteur 41","Centre-Ouest",7006605.86,"Ordinateur","2G","Quotidienne","Plateforme de commercialisation","Mensuelle","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
242,"Producteur 42","Centre-Ouest",1853880.64,"Smartphone","4G","Mensuelle","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
243,"Producteur 43","Centre-Ouest",13721799.85,"Tablette","3G","Quotidienne","Plateforme de commercialisation","Hebdomadaire","Gestion des cultures","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
244,"Producteur 44","Est",15179266.29,"Smartphone","4G","Mensuelle","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
245,"Producteur 45","Ouest",5722133.89,"Smartphone","4G","Hebdomadaire","Application de gestion des cultures","Quotidienne","Gestion des cultures","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
246,"Producteur 46","Ouest",9872111.22,"Ordinateur","3G","Hebdomadaire","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
247,"Producteur 47","Centre-Ouest",1841459.21,"Ordinateur","2G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
248,"Producteur 48","Centre-Ouest",2867052.11,"Smartphone","Wi-Fi","Quotidienne","Application de gestion des cultures","Hebdomadaire","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
249,"Producteur 49","Centre-Ouest",18044795.96,"Tablette","2G","Quotidienne","Plateforme de commercialisation","Mensuelle","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
250,"Producteur 50","Ouest",12687821.18,"Tablette","2G","Mensuelle","Application de gestion des cultures","Quotidienne","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
251,"Producteur 51","Est",13173490,"Tablette","3G","Hebdomadaire","Application de gestion des cultures","Quotidienne","Suivi de la qualité","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
252,"Producteur 52","Centre-Ouest",9759040.3,"Smartphone","Wi-Fi","Quotidienne","Application de gestion des cultures","Mensuelle","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
253,"Producteur 53","Ouest",6314897.61,"Tablette","2G","Mensuelle","Application de gestion des cultures","Quotidienne","Vente","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
254,"Producteur 54","Est",18954054.67,"Smartphone","3G","Hebdomadaire","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
255,"Producteur 55","Ouest",1438362.76,"Ordinateur","2G","Hebdomadaire","Plateforme de commercialisation","Quotidienne","Suivi de la qualité","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
256,"Producteur 56","Ouest",4368941.8,"Smartphone","3G","Hebdomadaire","Plateforme de commercialisation","Quotidienne","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
257,"Producteur 57","Centre-Ouest",19457134.42,"Ordinateur","Wi-Fi","Mensuelle","Application de gestion des cultures","Mensuelle","Vente","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
258,"Producteur 58","Ouest",16195017.37,"Smartphone","4G","Hebdomadaire","Application de gestion des cultures","Quotidienne","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
259,"Producteur 59","Ouest",19993369.27,"Tablette","4G","Mensuelle","Application de gestion des cultures","Quotidienne","Gestion des cultures","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
260,"Producteur 60","Centre-Ouest",5954125.6,"Ordinateur","4G","Hebdomadaire","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
261,"Producteur 61","Est",12061470.51,"Ordinateur","Wi-Fi","Quotidienne","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
262,"Producteur 62","Est",2373589.16,"Ordinateur","2G","Quotidienne","Application de gestion des cultures","Mensuelle","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
263,"Producteur 63","Ouest",16243390.31,"Tablette","2G","Quotidienne","Plateforme de commercialisation","Mensuelle","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
264,"Producteur 64","Est",17730741.94,"Tablette","3G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
265,"Producteur 65","Ouest",17902961.24,"Ordinateur","2G","Mensuelle","Application de gestion des cultures","Mensuelle","Vente","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
266,"Producteur 66","Ouest",1215213.13,"Tablette","3G","Mensuelle","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
267,"Producteur 67","Centre-Ouest",5586610.76,"Ordinateur","2G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
268,"Producteur 68","Ouest",12538109.05,"Tablette","2G","Hebdomadaire","Application de gestion des cultures","Quotidienne","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
269,"Producteur 69","Est",7891690.73,"Smartphone","2G","Hebdomadaire","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
270,"Producteur 70","Est",14474964.53,"Tablette","3G","Quotidienne","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Accès facilité aux informations","Faible","Cacao","Côte d'Ivoire"
271,"Producteur 71","Est",1799386.25,"Smartphone","3G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Vente","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
272,"Producteur 72","Ouest",13486249.58,"Smartphone","Wi-Fi","Mensuelle","Application de gestion des cultures","Hebdomadaire","Vente","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
273,"Producteur 73","Est",5383099.4,"Ordinateur","Wi-Fi","Quotidienne","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Faible","Cacao","Côte d'Ivoire"
274,"Producteur 74","Centre-Ouest",6186570.08,"Smartphone","Wi-Fi","Hebdomadaire","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
275,"Producteur 75","Est",14930111.78,"Smartphone","4G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
276,"Producteur 76","Centre-Ouest",4386867.82,"Ordinateur","Wi-Fi","Quotidienne","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
277,"Producteur 77","Est",8327051.1,"Smartphone","4G","Mensuelle","Application de gestion des cultures","Mensuelle","Gestion des cultures","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
278,"Producteur 78","Centre-Ouest",14002736.65,"Tablette","Wi-Fi","Mensuelle","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
279,"Producteur 79","Centre-Ouest",8888629.9,"Ordinateur","4G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
280,"Producteur 80","Centre-Ouest",11301074.94,"Ordinateur","2G","Quotidienne","Application de gestion des cultures","Mensuelle","Gestion des cultures","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
281,"Producteur 81","Ouest",9648607.72,"Tablette","2G","Quotidienne","Plateforme de commercialisation","Quotidienne","Vente","Accès facilité aux informations","Faible","Cacao","Côte d'Ivoire"
282,"Producteur 82","Ouest",3414224.33,"Ordinateur","3G","Mensuelle","Application de gestion des cultures","Quotidienne","Vente","Réduction des coûts","Faible","Cacao","Côte d'Ivoire"
283,"Producteur 83","Centre-Ouest",1592500.68,"Smartphone","2G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
284,"Producteur 84","Centre-Ouest",4147410.87,"Tablette","Wi-Fi","Mensuelle","Application de gestion des cultures","Hebdomadaire","Vente","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
285,"Producteur 85","Centre-Ouest",16178733.52,"Tablette","2G","Quotidienne","Plateforme de commercialisation","Quotidienne","Suivi de la qualité","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
286,"Producteur 86","Ouest",3705372.71,"Smartphone","2G","Quotidienne","Plateforme de commercialisation","Mensuelle","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
287,"Producteur 87","Est",2414375.99,"Smartphone","Wi-Fi","Quotidienne","Plateforme de commercialisation","Hebdomadaire","Vente","Amélioration des rendements","Moyenne","Cacao","Côte d'Ivoire"
